"hgroup","genesymbol_source","genesymbol_target"
22913,"Traf3ip1","TRAF3IP1"
22925,"Fgd3","FGD3"
22931,"Krt76","KRT76"
22933,"Azin1","AZIN1"
22935,"Pi15","PI15"
22936,"Nudt13","NUDT13"
22941,"Snx7","SNX7"
22942,"Ybx2","YBX2"
22943,"Sidt2","SIDT2"
22946,"Pkd2l1","PKD2L1"
22947,"Hspb11","HSPB11"
22949,"Shank1","SHANK1"
22951,"Mtmr2","MTMR2"
22952,"Ing4","ING4"
22953,"Pias1","PIAS1"
22954,"Cercam","CERCAM"
22955,"Trpc4","TRPC4"
22964,"Dcxr","DCXR"
22965,"Bin2","BIN2"
22968,"Rapgef6","RAPGEF6"
22969,"Cenpf","CENPF"
22976,"Mpp6","MPP6"
22978,"Paip2","PAIP2"
22983,"Gmpr2","GMPR2"
22991,"Hnrnpu","HNRNPU"
22992,"Hnrnpa2b1","HNRNPA2B1"
22994,"Gipc2","GIPC2"
22995,"Rab25","RAB25"
22996,"Cdon","CDON"
22999,"Itgb1","ITGB1"
23001,"Ptk2b","PTK2B"
23004,"Fzd3","FZD3"
23006,"Prkag3","PRKAG3"
23008,"Slco1c1","SLCO1C1"
23009,"Sept1","SEPT1"
23015,"Rbm24","RBM24"
23019,"Myh2","MYH2"
23022,"Stab2","STAB2"
23024,"Smg6","SMG6"
23029,"Cnnm3","CNNM3"
23031,"Ddx60","DDX60"
23032,"Fam46a","FAM46A"
23033,"Trpm4","TRPM4"
23036,"Klhl28","KLHL28"
23040,"Cc2d1a","CC2D1A"
23042,"Elovl2","ELOVL2"
23043,"Tbc1d22b","TBC1D22B"
23047,"Sema4c","SEMA4C"
23048,"Rpp25","RPP25"
23052,"Slc41a3","SLC41A3"
23053,"9930104L06Rik","C1orf109"
23056,"Ccdc109b","CCDC109B"
23057,"Dennd4c","DENND4C"
23059,"Fkbp14","FKBP14"
23060,"Cadps2","CADPS2"
23062,"Susd4","SUSD4"
23064,"Rufy2","RUFY2"
23067,"Wdr60","WDR60"
23068,"Xkr8","XKR8"
23069,"Tmem39b","TMEM39B"
23070,"Crtac1","CRTAC1"
23071,"Piwil2","PIWIL2"
23075,"Cdca8","CDCA8"
23076,"Zfp334","ZNF334"
23077,"Fam178a","FAM178A"
23080,"Ric8b","RIC8B"
23082,"Golph3l","GOLPH3L"
23087,"Wdr41","WDR41"
23088,"Echdc2","ECHDC2"
23089,"Arhgap12","ARHGAP12"
23090,"Lrrc36","LRRC36"
23095,"Ap5s1","AP5S1"
23097,"Txlng","TXLNG"
23099,"Csgalnact1","CSGALNACT1"
23101,"Mbnl3","MBNL3"
23106,"Echdc1","ECHDC1"
23109,"Csgalnact2","CSGALNACT2"
23110,"Dnaja4","DNAJA4"
23111,"Hes6","HES6"
23112,"Kcnj16","KCNJ16"
23116,"Lancl2","LANCL2"
23117,"Tmem55a","TMEM55A"
23120,"Syt11","SYT11"
23121,"Abhd2","ABHD2"
23123,"Baiap2l1","BAIAP2L1"
23125,"Klhl9","KLHL9"
23130,"Brwd1","BRWD1"
23132,"Slc38a2","SLC38A2"
23133,"Nlgn3","NLGN3"
23137,"Tnrc6c","TNRC6C"
23141,"Adamtsl4","ADAMTSL4"
23148,"Cdh22","CDH22"
23149,"Adcy4","ADCY4"
23152,"Rgs8","RGS8"
23158,"Grk4","GRK4"
23162,"Ptbp2","PTBP2"
23164,"Espn","ESPN"
23165,"Hnrnph2","HNRNPH2"
23168,"Ikbke","IKBKE"
23179,"Cyp26b1","CYP26B1"
23181,"Tlx3","TLX3"
23182,"Pmfbp1","PMFBP1"
23184,"Dnajb8","DNAJB8"
23186,"Mbnl1","MBNL1"
23191,"Tmem9b","TMEM9B"
23194,"Myl1","MYL1"
23200,"Pak6","PAK6"
23201,"Car10","CA10"
23202,"Celf4","CELF4"
23209,"Cdc42se1","CDC42SE1"
23210,"Kif15","KIF15"
23217,"Plscr4","PLSCR4"
23219,"Plscr3","PLSCR3"
23221,"Ano2","ANO2"
23226,"Atp8b2","ATP8B2"
23228,"Ndrg4","NDRG4"
23230,"Fhl5","FHL5"
23231,"Tas2r137","TAS2R3"
23233,"Pcbp3","PCBP3"
23241,"Olfr17","OR10A4"
23243,"Peli1","PELI1"
23244,"Zfp287","ZNF287"
23246,"Abhd6","ABHD6"
23249,"5330417C22Rik","KIAA1324"
23251,"Nceh1","NCEH1"
23253,"Stambpl1","STAMBPL1"
23264,"Als2","ALS2"
23266,"Cpne5","CPNE5"
23273,"Slc46a2","SLC46A2"
23275,"Zfp661","ZNF2"
23277,"Slc5a6","SLC5A6"
23286,"Cdh19","CDH19"
23287,"Rbak","RBAK"
23290,"Myl7","MYL7"
23292,"Arhgap22","ARHGAP22"
23296,"Mpp4","MPP4"
23302,"Pard6b","PARD6B"
23303,"Rab37","RAB37"
23311,"Myoz1","MYOZ1"
23313,"Enpp5","ENPP5"
23317,"Klhl12","KLHL12"
23320,"Rgs19","RGS19"
23324,"Nr1d1","NR1D1"
23328,"Ccdc90b","CCDC90B"
23331,"Ric8","RIC8A"
23336,"Fn3k","FN3K"
23340,"Slc4a10","SLC4A10"
23343,"Zfp667","ZNF667"
23344,"Prss22","PRSS22"
23345,"Mmp27","MMP27"
23348,"Npffr1","NPFFR1"
23349,"Xylt2","XYLT2"
23356,"Spata1","SPATA1"
23357,"Dpep3","DPEP3"
23359,"Tor3a","TOR3A"
23360,"Rnf187","RNF187"
23361,"Abcg8","ABCG8"
23363,"Ikzf5","IKZF5"
23366,"Pcnxl4","PCNXL4"
23369,"Aldh8a1","ALDH8A1"
23371,"Spef2","SPEF2"
23375,"Mmp25","MMP25"
23377,"Nucks1","NUCKS1"
23378,"Ccdc136","CCDC136"
23379,"Fam160b2","FAM160B2"
23382,"Aen","AEN"
23383,"Rbm15","RBM15"
23384,"Lmf1","LMF1"
23385,"Osbpl11","OSBPL11"
23386,"Svep1","SVEP1"
23389,"Papola","PAPOLA"
23391,"Acd","ACD"
23393,"Pdzd2","PDZD2"
23394,"Sfxn3","SFXN3"
23395,"Upf3a","UPF3A"
23401,"Pcdh15","PCDH15"
23404,"Eef1d","EEF1D"
23407,"Myl12b","MYL12A"
23409,"Ptplb","PTPLB"
23411,"Ssbp3","SSBP3"
23420,"Rab3c","RAB3C"
23421,"Ralgps2","RALGPS2"
23429,"Pcyox1l","PCYOX1L"
23430,"Yipf2","YIPF2"
23433,"Trpm8","TRPM8"
23435,"Zfp426","ZNF426"
23441,"Gdpd3","GDPD3"
23450,"Sh3bp5","SH3BP5"
23454,"Lrrc2","LRRC2"
23455,"Atp13a3","ATP13A3"
23459,"Zfp329","ZNF329"
23460,"Zfp322a","ZNF322"
23461,"Zc2hc1c","ZC2HC1C"
23464,"Lrrk1","LRRK1"
23465,"Glt25d1","COLGALT1"
23468,"Kctd17","KCTD17"
23469,"4930578C19Rik","CXorf36"
23475,"Elmo3","ELMO3"
23477,"Zfhx4","ZFHX4"
23480,"Myh14","MYH14"
23484,"Pip4k2c","PIP4K2C"
23485,"Zbtb3","ZBTB3"
23487,"Cspp1","CSPP1"
23488,"Tubal3","TUBAL3"
23489,"Rabep2","RABEP2"
23493,"Zfp672","ZNF672"
23499,"Synpo2l","SYNPO2L"
23509,"Atf7ip2","ATF7IP2"
23509,"LOC102635068","ATF7IP2"
23514,"Zfp606","ZNF606"
23516,"Fras1","FRAS1"
23519,"Acsf2","ACSF2"
23520,"Tars2","TARS2"
23522,"Rufy1","RUFY1"
23523,"Prex2","PREX2"
23528,"Kcnip4","KCNIP4"
23529,"Btbd1","BTBD1"
23530,"Slc19a3","SLC19A3"
23531,"Tsga10","TSGA10"
23543,"Cenpp","CENPP"
23544,"Chmp4c","CHMP4C"
23546,"Cyb5b","CYB5B"
23547,"Tnfaip8l1","TNFAIP8L1"
23551,"Snx31","SNX31"
23553,"Kcng4","KCNG4"
23555,"4933417A18Rik","C6orf201"
23565,"Dram2","DRAM2"
23566,"Dock7","DOCK7"
23569,"Dedd2","DEDD2"
23571,"Klhl13","KLHL13"
23580,"Dgat2","DGAT2"
23582,"Asprv1","ASPRV1"
23585,"Fam134c","FAM134C"
23587,"Ubxn2b","UBXN2B"
23588,"Serpina12","SERPINA12"
23595,"Tspan11","TSPAN11"
23598,"Fbxw9","FBXW9"
23600,"Arl8a","ARL8A"
23604,"Lyzl4","LYZL4"
23611,"Khnyn","KHNYN"
23617,"Degs2","DEGS2"
23618,"Sdr9c7","SDR9C7"
23629,"Tmem80","TMEM80"
23631,"Serpinb12","SERPINB12"
23632,"Ppm1j","PPM1J"
23633,"Serpina9","SERPINA9"
23634,"Cers5","CERS5"
23642,"Sgol1","SGOL1"
23645,"Arhgap8","PRR5-ARHGAP8"
23645,"Arhgap8","ARHGAP8"
23647,"Actrt2","ACTRT2"
23648,"Actrt1","ACTRT1"
23652,"Ankrd42","ANKRD42"
23654,"Sdr42e1","SDR42E1"
23656,"Slc7a13","SLC7A13"
23662,"Mtmr3","MTMR3"
23664,"Sema3d","SEMA3D"
23665,"Smchd1","SMCHD1"
23668,"Lrriq3","LRRIQ3"
23670,"Tmc1","TMC1"
23672,"Elovl7","ELOVL7"
23682,"1700009P17Rik","C1orf192"
23686,"Vmp1","VMP1"
23692,"Dnajc18","DNAJC18"
23700,"Zfp449","ZNF449"
23703,"N4bp1","N4BP1"
23708,"Acap3","ACAP3"
23710,"Kcnip2","KCNIP2"
23713,"Olfr78","OR51E2"
23715,"Fam83d","FAM83D"
23717,"Tspan14","TSPAN14"
23727,"Rnf17","RNF17"
23732,"Slc4a9","SLC4A9"
23734,"Zfp275","ZNF275"
23741,"Hmcn1","HMCN1"
23742,"Agap3","AGAP3"
23743,"Prss27","PRSS27"
23744,"Snx25","SNX25"
23749,"Hdac10","HDAC10"
23766,"Naa38","NAA38"
23770,"Slx4","SLX4"
23771,"Megf10","MEGF10"
23775,"Kif2b","KIF2B"
23778,"Mypn","MYPN"
23779,"Hes7","HES7"
23784,"Klhl22","KLHL22"
23789,"Rab2b","RAB2B"
23813,"Slc45a3","SLC45A3"
23814,"Ankrd13a","ANKRD13A"
23815,"Plcz1","PLCZ1"
23819,"Trim15","TRIM15"
23924,"Papl","PAPL"
24122,"Tspan18","TSPAN18"
24255,"Prmt3","PRMT3"
24284,"Gnat3","GNAT3"
24321,"Slc25a43","SLC25A43"
24376,"Capza1","CAPZA1"
24504,"Slc35b2","SLC35B2"
24535,"Harbi1","HARBI1"
24625,"Hmx2","HMX2"
24678,"Pik3r4","PIK3R4"
24848,"Sec14l3","SEC14L3"
24911,"Micall1","MICALL1"
24912,"Cntnap4","CNTNAP4"
24916,"Disp2","DISP2"
24917,"Slc38a5","SLC38A5"
24918,"Spred2","SPRED2"
24919,"Spred1","SPRED1"
24921,"Lmx1a","LMX1A"
24928,"Fam46b","FAM46B"
24930,"Acsm1","ACSM1"
24933,"Commd7","COMMD7"
24934,"Rtn3","RTN3"
24938,"Taar1","TAAR1"
24942,"Vit","VIT"
24944,"Clasp2","CLASP2"
24945,"Nfasc","NFASC"
24986,"Mrgprb1","MRGPRX2"
24986,"Mrgprx2","MRGPRX2"
24989,"B3gnt5","B3GNT5"
24993,"Oxr1","OXR1"
25079,"Tppp2","TPPP2"
25090,"Svil","SVIL"
25103,"Trak1","TRAK1"
25107,"Fam76b","FAM76B"
25135,"Fam154b","FAM154B"
25138,"Pgpep1l","PGPEP1L"
25175,"Uprt","UPRT"
25183,"Cd109","CD109"
25228,"Ttc39b","TTC39B"
25235,"Fam26f","FAM26F"
25256,"Med13l","MED13L"
25260,"Tor2a","TOR2A"
25279,"4833424O15Rik","LPPR5"
25281,"Kdm7a","KDM7A"
25286,"Nim1k","NIM1K"
25315,"Spsb4","SPSB4"
25324,"Pnpla1","PNPLA1"
25444,"Mvb12b","MVB12B"
25521,"Tmtc2","TMTC2"
25536,"Heatr5b","HEATR5B"
25624,"Srsf4","SRSF4"
25627,"Ganc","GANC"
25655,"Rab26","RAB26"
25661,"Acot2","ACOT2"
25712,"Ptchd2","PTCHD2"
25745,"Tekt4","TEKT4"
25798,"Paip2b","PAIP2B"
25816,"Dnah10","DNAH10"
25873,"Caskin1","CASKIN1"
25876,"Krt72","KRT72"
25877,"Tmc2","TMC2"
25878,"Oxgr1","OXGR1"
26078,"Cpne4","CPNE4"
26079,"Dhrs9","DHRS9"
26080,"Lrrc15","LRRC15"
26091,"Otop3","OTOP3"
26151,"Ubr2","UBR2"
26174,"Kcnq2","KCNQ2"
26175,"Whsc1","WHSC1"
26400,"Iqgap3","IQGAP3"
26419,"Zkscan16","ZNF483"
26423,"Kcnv2","KCNV2"
26426,"Rhov","RHOV"
26428,"Klk10","KLK10"
26429,"Abhd17c","ABHD17C"
26430,"Ehd4","EHD4"
26431,"Magi3","MAGI3"
26432,"Slc15a4","SLC15A4"
26435,"BC016423","FAM208B"
26439,"Carns1","CARNS1"
26544,"Cacna2d4","CACNA2D4"
26572,"Fam46d","FAM46D"
26615,"Shroom4","SHROOM4"
26645,"Dopey1","DOPEY1"
26695,"Apobr","APOBR"
26696,"Josd2","JOSD2"
26698,"Scrn2","SCRN2"
26700,"Shkbp1","SHKBP1"
26701,"Hnrnpll","HNRNPLL"
26702,"Tmem44","TMEM44"
26703,"Smim19","SMIM19"
26714,"Unc13d","UNC13D"
26716,"Gabrr3","GABRR3"
26722,"Dner","DNER"
26724,"Acvr1c","ACVR1C"
26726,"Sgcz","SGCZ"
26727,"Fgd4","FGD4"
26732,"Lhfpl3","LHFPL3"
26752,"Nfxl1","NFXL1"
26807,"Eml5","EML5"
26818,"Ccdc153","CCDC153"
26894,"Ilf2","ILF2"
27006,"Pex1","PEX1"
27024,"Rnf126","RNF126"
27026,"Capn13","CAPN13"
27027,"Coq10a","COQ10A"
27031,"Sclt1","SCLT1"
27035,"Sept10","SEPT10"
27037,"Marveld2","MARVELD2"
27040,"Sgms1","SGMS1"
27041,"Taok1","TAOK1"
27044,"Eml3","EML3"
27048,"Klk11","KLK11"
27049,"Frem1","FREM1"
27053,"Vwa3b","VWA3B"
27056,"Ccdc11","CCDC11"
27057,"Fbxl13","FBXL13"
27059,"Peli3","PELI3"
27066,"Wdr90","WDR90"
27069,"Sft2d2","SFT2D2"
27071,"Fam76a","FAM76A"
27072,"Ncmap","NCMAP"
27073,"Rnf223","RNF223"
27075,"Klhl17","KLHL17"
27077,"Ppp1r42","PPP1R42"
27079,"Traf5","TRAF5"
27083,"Zfp612","ZNF23"
27084,"Rell1","RELL1"
27085,"AW549877","C5orf51"
27086,"Kcnj14","KCNJ14"
27087,"Tifab","TIFAB"
27088,"Tmem82","TMEM82"
27092,"Rnf144b","RNF144B"
27095,"Slc26a8","SLC26A8"
27098,"Zfp553","ZNF48"
27116,"Olfr745","OR11H6"
27137,"Olfr574","OR51T1"
27165,"Olfr1512","OR10G3"
27178,"Olfr183","OR5H15"
27189,"Olfr96","OR11A1"
27225,"Olfr308","OR6F1"
27232,"Olfr13","OR2A4"
27232,"Olfr13","OR2A7"
27260,"Olfr821","OR6C74"
27297,"Olfr1193","OR4S2"
27354,"Mief2","MIEF2"
27358,"Slc8a2","SLC8A2"
27362,"Gyltl1b","GYLTL1B"
27367,"Ankrd13b","ANKRD13B"
27376,"Kansl1l","KANSL1L"
27384,"Fam227b","FAM227B"
27391,"Ms4a15","MS4A15"
27392,"Cpne2","CPNE2"
27394,"Bend6","BEND6"
27395,"Sdk1","SDK1"
27396,"9330182L06Rik","KIAA1324L"
27397,"Tmem196","TMEM196"
27406,"Zfp3","ZFP3"
27407,"Tmem52b","TMEM52B"
27409,"Slc16a11","SLC16A11"
27410,"Prss42","PRSS42"
27415,"Cep120","CEP120"
27419,"Lrrc34","LRRC34"
27420,"Zfp791","ZNF791"
27469,"Tbc1d24","TBC1D24"
27540,"Fam149a","FAM149A"
27544,"Lpcat4","LPCAT4"
27547,"Ankrd44","ANKRD44"
27548,"Fam154a","FAM154A"
27549,"Tecrl","TECRL"
27550,"Slc38a6","SLC38A6"
27612,"Ankrd13d","ANKRD13D"
27616,"Tmtc3","TMTC3"
27773,"Kdm4b","KDM4B"
27775,"Slc6a17","SLC6A17"
27780,"Kdm4a","KDM4A"
27781,"Dtx4","DTX4"
27795,"Zbtb41","ZBTB41"
27797,"Serinc2","SERINC2"
27798,"Fgd5","FGD5"
27800,"Kctd13","KCTD13"
27803,"Otop2","OTOP2"
27805,"Zfp647","ZNF250"
27813,"Ccdc142","CCDC142"
27819,"Klhl31","KLHL31"
27821,"Mgat5b","MGAT5B"
27825,"Arhgap39","ARHGAP39"
27827,"Nfatc3","NFATC3"
27831,"Tph2","TPH2"
27832,"Zfp445","ZNF445"
27834,"Nhsl1","NHSL1"
27838,"Wdr88","WDR88"
27843,"Cnbd1","CNBD1"
27844,"Trim65","TRIM65"
27849,"Klhl35","KLHL35"
27855,"Slc25a41","SLC25A41"
27862,"Atp11c","ATP11C"
27863,"Hmgcll1","HMGCLL1"
27865,"Pdzd9","PDZD9"
27867,"4930453N24Rik","C3orf38"
27874,"Taar6","TAAR6"
27875,"Krt73","KRT73"
27876,"Ankrd46","ANKRD46"
27877,"4922501L14Rik","ERICH3"
27885,"Chchd10","CHCHD10"
27888,"Ano6","ANO6"
27890,"Ccdc40","CCDC40"
27894,"Clvs2","CLVS2"
27907,"Agrn","AGRN"
27911,"Odf3l1","ODF3L1"
27932,"Ccdc125","CCDC125"
27936,"5830418K08Rik","KIAA1731"
27942,"Ccdc171","CCDC171"
27943,"P4ha3","P4HA3"
27945,"Vwc2l","VWC2L"
27946,"Tmem215","TMEM215"
27952,"Sh3pxd2b","SH3PXD2B"
27953,"Ppfia2","PPFIA2"
27965,"Cdnf","CDNF"
27970,"Tgm6","TGM6"
27982,"B4galnt4","B4GALNT4"
27985,"Edrf1","EDRF1"
27991,"Abca13","ABCA13"
27996,"Myo1g","MYO1G"
27997,"Mss51","MSS51"
28039,"Crip3","CRIP3"
28044,"Trim66","TRIM66"
28053,"1700024G13Rik","C10orf53"
28056,"Vwa5b2","VWA5B2"
28061,"Spred3","SPRED3"
28066,"Gpr183","GPR183"
28072,"Plk5","PLK5"
28086,"Ccser1","CCSER1"
28089,"Cyp26c1","CYP26C1"
28091,"Prss41","PRSS41"
28093,"Ccdc108","CCDC108"
28097,"Lmod3","LMOD3"
28098,"A830080D01Rik","CXorf23"
28106,"Tbc1d9b","TBC1D9B"
28121,"Klhl14","KLHL14"
28122,"Nup210l","NUP210L"
28131,"Ralgapa2","RALGAPA2"
28133,"Fam160b1","FAM160B1"
28135,"Tmem132b","TMEM132B"
28165,"Nipal1","NIPAL1"
28168,"Mettl11b","METTL11B"
28173,"Fnip1","FNIP1"
28227,"Soga3","SOGA3"
28235,"Rnf157","RNF157"
28246,"1700001L19Rik","C5orf49"
28254,"Dennd3","DENND3"
28255,"1810041L15Rik","KIAA1644"
28256,"Odf3b","ODF3B"
28259,"Gxylt1","GXYLT1"
28264,"Enpp4","ENPP4"
28266,"Taf4b","TAF4B"
28267,"Lipm","LIPM"
28270,"Kcnq5","KCNQ5"
28276,"Rc3h2","RC3H2"
28281,"Dennd4b","DENND4B"
28290,"4930538K18Rik","LOC100129924"
28295,"Mthfd2l","MTHFD2L"
28297,"Gm15800","HECTD4"
28302,"Lmod2","LMOD2"
28311,"Tepp","TEPP"
28312,"Isx","ISX"
28313,"AK129341","KIAA1377"
28332,"Satl1","SATL1"
28384,"Cdc42bpg","CDC42BPG"
28386,"Rbm20","RBM20"
28424,"Rasef","RASEF"
28426,"Aadacl3","AADACL3"
28427,"Ankrd65","ANKRD65"
28446,"Arhgap42","ARHGAP42"
28447,"Cntn5","CNTN5"
28448,"Ccdc15","CCDC15"
28456,"Arl5c","ARL5C"
28467,"Arhgef37","ARHGEF37"
28471,"Tmem212","TMEM212"
28490,"Serpina11","SERPINA11"
28494,"Ten1","TEN1"
28514,"Golga7b","GOLGA7B"
28523,"Fignl2","FIGNL2"
28526,"Gm715","LOC389895"
28537,"Olfr1396","OR2V2"
28544,"Crybg3","CRYBG3"
28546,"Rbbp8","RBBP8"
28553,"Tmem213","TMEM213"
28580,"Mrgprg","MRGPRG"
28583,"Hnrnpul2","HNRNPUL2"
28613,"Gpr137c","GPR137C"
28624,"Chsy3","CHSY3"
28634,"Aadacl2","AADACL2"
28658,"Rbm12b2","RBM12B"
28658,"Rbm12b1","RBM12B"
28688,"Plscr5","PLSCR5"
28697,"Troap","TROAP"
28701,"Kbtbd11","KBTBD11"
28725,"Cdkl4","CDKL4"
28727,"Gm1661","C1orf228"
28743,"Fkbp15","FKBP15"
30136,"Hltf","HLTF"
30927,"Sbk2","SBK2"
30948,"Adrb2","ADRB2"
30950,"Apc","APC"
30951,"Apoe","APOE"
30952,"Atm","ATM"
30953,"Btk","BTK"
30955,"Cyp19a1","CYP19A1"
30957,"Ext1","EXT1"
30958,"Fbn1","FBN1"
30960,"Nr3c1","NR3C1"
30961,"Shh","SHH"
30964,"Ncf1","NCF1"
30967,"Atxn7","ATXN7"
30969,"Tyr","TYR"
30970,"Was","WAS"
30972,"Gp1bb","GP1BB"
30976,"F10","F10"
30980,"Rfx2","RFX2"
30982,"Comt","COMT"
30987,"Cyp7a1","CYP7A1"
30992,"Drd1a","DRD1"
30994,"Hmgcr","HMGCR"
30997,"Igf1r","IGF1R"
30998,"P4ha1","P4HA1"
30999,"Pnlip","PNLIP"
31000,"Ptgs2","PTGS2"
31001,"Rpl6","RPL6"
31001,"Gm5428","RPL6"
31013,"Aanat","AANAT"
31015,"Acaca","ACACA"
31016,"Actn2","ACTN2"
31022,"Hcn2","HCN2"
31023,"C1qbp","C1QBP"
31024,"Casp9","CASP9"
31035,"Elavl3","ELAVL3"
31036,"Elf4","ELF4"
31038,"Fhl1","FHL1"
31039,"Foxo3","FOXO3"
31040,"Gtf3c1","GTF3C1"
31043,"Ifrd1","IFRD1"
31046,"Arvcf","ARVCF"
31048,"Bnc1","BNC1"
31052,"Cd22","CD22"
31053,"Cd79a","CD79A"
31055,"Chml","CHML"
31056,"Chn1","CHN1"
31061,"Atf2","ATF2"
31065,"Mpp3","MPP3"
31070,"Glra2","GLRA2"
31074,"Hlf","HLF"
31075,"Hmox1","HMOX1"
31078,"Foxn2","FOXN2"
31080,"Insm1","INSM1"
31081,"Isg20","ISG20"
31083,"Krt34","KRT34"
31085,"Ly75","LY75"
31086,"M6pr","M6PR"
31087,"Mef2c","MEF2C"
31088,"Mgat3","MGAT3"
31089,"Mgmt","MGMT"
31092,"Myc","MYC"
31093,"Ndufb5","NDUFB5"
31094,"Oaz2","OAZ2"
31097,"Pappa","PAPPA"
31098,"Parn","PARN"
31099,"Pcdhgc3","PCDHGC3"
31103,"Pigf","PIGF"
31105,"Exosc10","EXOSC10"
31106,"Ppm1g","PPM1G"
31110,"Hhex","HHEX"
31114,"Htra1","HTRA1"
31115,"Psd","PSD"
31118,"Rad52","RAD52"
31119,"Rfx4","RFX4"
31121,"Sdc4","SDC4"
31122,"Sgta","SGTA"
31124,"Ski","SKI"
31125,"Slc4a5","SLC4A5"
31126,"Slc10a1","SLC10A1"
31127,"Snai2","SNAI2"
31129,"Smpd2","SMPD2"
31130,"Snapc3","SNAPC3"
31132,"Sparc","SPARC"
31133,"Spg7","SPG7"
31135,"Srf","SRF"
31137,"Taf2","TAF2"
31139,"Tfam","TFAM"
31140,"Tef","TEF"
31141,"Tert","TERT"
31142,"Thbs1","THBS1"
31144,"Tmpo","TMPO"
31145,"Clec3b","CLEC3B"
31147,"Tub","TUB"
31150,"Uvrag","UVRAG"
31152,"Wee1","WEE1"
31159,"Trim26","TRIM26"
31161,"Bsn","BSN"
31164,"Zyx","ZYX"
31165,"Akap1","AKAP1"
31166,"Cdc7","CDC7"
31181,"Bcar3","BCAR3"
31183,"Dusp11","DUSP11"
31185,"Ppm1d","PPM1D"
31187,"Blzf1","BLZF1"
31189,"Trp63","TP63"
31190,"Rnaset2a","RNASET2"
31190,"Rnaset2b","RNASET2"
31194,"Ctsf","CTSF"
31196,"Myom1","MYOM1"
31199,"Creg1","CREG1"
31200,"Cdk5r1","CDK5R1"
31202,"Sqstm1","SQSTM1"
31203,"Ccna1","CCNA1"
31205,"Sgce","SGCE"
31206,"Timeless","TIMELESS"
31207,"Herc1","HERC1"
31208,"Nol3","NOL3"
31212,"Capn5","CAPN5"
31213,"Chn2","CHN2"
31216,"Fdx1","FDX1"
31219,"Gyg","GYG1"
31220,"Llgl1","LLGL1"
31221,"Orc1","ORC1"
31223,"Gfi1b","GFI1B"
31224,"Sox14","SOX14"
31227,"Pkmyt1","PKMYT1"
31228,"Pigq","PIGQ"
31231,"Stk17b","STK17B"
31232,"Recql5","RECQL5"
31233,"Bag2","BAG2"
31234,"Ascl1","ASCL1"
31238,"Atf6b","ATF6B"
31239,"Dusp8","DUSP8"
31245,"Psph","PSPH"
31247,"Slc9a5","SLC9A5"
31249,"Ttc4","TTC4"
31250,"Lrp8","LRP8"
31251,"Brpf1","BRPF1"
31252,"Usp11","USP11"
31253,"Dyrk1b","DYRK1B"
31254,"Ctdp1","CTDP1"
31255,"Reps2","REPS2"
31257,"Magi1","MAGI1"
31258,"Dlgap1","DLGAP1"
31259,"Tbrg4","TBRG4"
31260,"Aimp1","AIMP1"
31262,"Cyth1","CYTH1"
31263,"Kcnb2","KCNB2"
31265,"Stoml1","STOML1"
31266,"Kcnk6","KCNK6"
31267,"Ggps1","GGPS1"
31269,"Itm2a","ITM2A"
31270,"Bag4","BAG4"
31272,"Atp6v1g1","ATP6V1G1"
31275,"Mtl5","MTL5"
31276,"Zfp36l1","ZFP36L1"
31279,"Jarid2","JARID2"
31281,"Oxa1l","OXA1L"
31283,"Ppid","PPID"
31286,"Sel1l","SEL1L"
31288,"Oxsr1","OXSR1"
31289,"Thrap3","THRAP3"
31292,"Dgcr2","DGCR2"
31293,"Gng7","GNG7"
31294,"Usp10","USP10"
31296,"Phox2a","PHOX2A"
31297,"Atoh1","ATOH1"
31298,"Car3","CA3"
31301,"Gas2","GAS2"
31303,"Gpr3","GPR3"
31310,"Smad4","SMAD4"
31311,"Myb","MYB"
31314,"Mapk8ip1","MAPK8IP1"
31315,"Mafb","MAFB"
31318,"Hnrnph1","HNRNPH1"
31323,"Mep1a","MEP1A"
31330,"Rbm10","RBM10"
31331,"Taf1b","TAF1B"
31334,"Tob1","TOB1"
31336,"Rbm6","RBM6"
31337,"Flot1","FLOT1"
31343,"Traip","TRAIP"
31344,"Mak","MAK"
31346,"Map3k4","MAP3K4"
31347,"Mllt6","MLLT6"
31352,"Exo1","EXO1"
31353,"Hdac6","HDAC6"
31355,"Tnip1","TNIP1"
31358,"Sema3a","SEMA3A"
31360,"Pax9","PAX9"
31361,"Pdgfra","PDGFRA"
31363,"Peg3","PEG3"
31368,"Xrcc1","XRCC1"
31369,"Hspb3","HSPB3"
31370,"Ncor2","NCOR2"
31375,"Creb3","CREB3"
31376,"Unc13b","UNC13B"
31378,"Appbp2","APPBP2"
31381,"Colec10","COLEC10"
31382,"Hexim1","HEXIM1"
31384,"Ivns1abp","IVNS1ABP"
31386,"Lgals8","LGALS8"
31387,"Ptpre","PTPRE"
31389,"Slbp","SLBP"
31392,"Pop4","POP4"
31399,"Trafd1","TRAFD1"
31400,"Nudt3","NUDT3"
31401,"Plagl1","PLAGL1"
31402,"Fktn","FKTN"
31403,"Fosb","FOSB"
31404,"Rbm3","RBM3"
31404,"Gm15453","RBM3"
31405,"Tnnt3","TNNT3"
31406,"Btg2","BTG2"
31409,"Os9","OS9"
31410,"Ripk3","RIPK3"
31411,"Srsf1","SRSF1"
31412,"Slc5a3","SLC5A3"
31415,"Snrnp35","SNRNP35"
31419,"Hnrnpul1","HNRNPUL1"
31420,"Ate1","ATE1"
